Food_ID,Commodity,Category,Moisture_pct,Fat_pct,Protein_pct,pH,Respiration_Rate,Shelf_Life_Days,Storage_Temperature_C,Relative_Humidity_pct,Storage_Type,Transportation,Recommended_Packaging,Film_Thickness_um,OTR_Class,WVTR_Class,MAP_Suitable,raw_moisture_pct,is_flagged,flag_reason
F04370,Ground Coffee,Beverage,0.0,13.58,13.93,5.32,Very_Low,394,25.5,54.63,Ambient,Normal,High_Barrier_Laminate,93,Very_Low,Very_Low,No,0.0,False,
F04371,Cheese,Dairy,36.08,31.25,26.23,5.42,Very_Low,67,4.0,89.03,Chilled,Normal,PA_PE_Vacuum,88,Low,Very_Low,Yes,36.08,False,
F04372,Mango,Fresh Produce,89.9,0.6,1.12,4.0,High,25,9.5,73.26,Chilled,Refrigerated,Breathable_PE,43,High,High,Yes,89.9,False,
F04373,Tomato,Fresh Produce,95.1,0.68,0.91,4.26,High,23,4.2,69.48,Chilled,Refrigerated,Micro_Perforated_PE,49,High,High,Yes,95.1,False,
F04374,Coffee Powder,Beverage,3.38,15.98,14.3,4.82,Very_Low,403,25.3,74.88,Ambient,Normal,Metallized_PET_PE,92,Very_Low,Very_Low,No,3.38,False,
F04375,Bread,Bakery,41.54,2.86,8.57,5.36,Very_Low,1,25.1,73.12,Ambient,Long_Distance,LDPE_Bag,59,Medium,Medium,No,41.54,False,
F04376,Wheat Flour,Grain,12.35,0.85,12.43,6.07,Very_Low,190,25.8,59.55,Ambient,Long_Distance,HDPE,80,Low,Low,No,12.35,False,
F04377,Coffee Powder,Beverage,3.59,15.53,13.68,5.17,Very_Low,373,24.5,64.73,Ambient,Long_Distance,Metallized_PET_PE,77,Very_Low,Very_Low,No,3.59,False,
F04378,Carrot,Fresh Produce,90.16,1.35,0.57,5.88,High,35,5.1,78.91,Chilled,Long_Distance,Micro_Perforated_PE,49,High,High,Yes,90.16,False,
F04379,Bread,Bakery,37.49,4.3,9.34,5.55,Very_Low,1,25.4,48.75,Ambient,Normal,LDPE_Bag,58,Medium,Medium,No,37.49,False,
F04380,Coffee Powder,Beverage,2.92,14.14,12.8,5.07,Very_Low,379,24.9,67.82,Ambient,Long_Distance,Metallized_PET_PE,84,Very_Low,Very_Low,No,2.92,False,
F04381,Fish,Seafood,73.31,6.44,17.84,6.27,Very_Low,1,2.6,84.47,Chilled,Refrigerated,PA_PE_Vacuum,90,Low,Very_Low,Yes,73.31,False,
F04382,Onion,Vegetable,87.28,0.0,0.93,5.57,Low,123,20.1,56.61,Ambient,Long_Distance,Breathable_PP,55,High,Medium,Yes,87.28,False,
F04383,Frozen Peas,Frozen Vegetable,82.13,0.27,5.27,6.11,Low,352,-18.8,89.62,Frozen,Normal,PE_Film,59,Medium,Low,Yes,82.13,False,
F04384,Fish,Seafood,76.86,3.61,20.59,6.02,Very_Low,1,1.9,84.43,Chilled,Long_Distance,PA_PE_Vacuum,89,Low,Very_Low,Yes,76.86,True,Proximate sum > 100%; 
F04385,Butter,Dairy,16.46,80.6,1.95,6.2,Very_Low,125,3.3,75.19,Chilled,Normal,Aluminum_Foil_Laminate,88,Very_Low,Very_Low,No,16.46,False,
F04386,Carrot,Fresh Produce,88.22,1.16,0.55,6.14,High,24,5.1,89.27,Chilled,Refrigerated,Micro_Perforated_PE,46,High,High,Yes,88.22,False,
F04387,Onion,Vegetable,91.18,0.0,1.34,5.56,Low,124,19.9,57.29,Ambient,Long_Distance,Breathable_PP,53,High,Medium,Yes,91.18,False,
F04388,Milk Powder,Dairy,3.77,27.72,27.14,6.51,Very_Low,390,25.0,70.69,Ambient,Normal,Aluminum_Laminate,98,Very_Low,Very_Low,No,3.77,False,
F04389,Fresh Chicken,Meat,73.76,7.83,22.71,5.56,Very_Low,1,3.2,75.45,Chilled,Long_Distance,PA_PE_Vacuum,92,Low,Very_Low,Yes,73.76,True,Proximate sum > 100%; 
F04390,Peanuts,Nuts,8.39,49.57,24.03,6.82,Very_Low,177,23.7,71.52,Ambient,Normal,Metallized_PET_PE,89,Very_Low,Very_Low,No,8.39,False,
F04391,Frozen Peas,Frozen Vegetable,75.85,0.73,5.82,6.32,Low,423,-18.6,89.52,Frozen,Long_Distance,PE_Film,63,Medium,Low,Yes,75.85,False,
F04392,Frozen Peas,Frozen Vegetable,73.84,0.0,5.73,6.15,Low,333,-17.7,87.67,Frozen,Normal,PE_Film,73,Medium,Low,Yes,73.84,False,
F04393,Potato Chips,Snacks,1.64,31.82,6.28,6.06,Very_Low,177,23.6,50.43,Ambient,Normal,Metallized_PET_PE,85,Low,Very_Low,Yes,1.64,False,
F04394,Wheat Flour,Grain,12.34,1.9,12.64,6.43,Very_Low,180,25.2,50.05,Ambient,Long_Distance,HDPE,83,Low,Low,No,12.34,False,
F04395,Mango,Fresh Produce,82.32,0.0,1.56,3.83,High,28,9.5,84.88,Chilled,Long_Distance,Breathable_PE,35,High,High,Yes,82.32,False,
F04396,Frozen Peas,Frozen Vegetable,79.46,1.96,5.63,6.11,Low,345,-17.7,85.65,Frozen,Normal,PE_Film,78,Medium,Low,Yes,79.46,False,
F04397,Tomato,Fresh Produce,89.79,0.76,0.99,4.11,High,19,6.3,84.94,Chilled,Refrigerated,Micro_Perforated_PE,43,High,High,Yes,89.79,False,
F04398,Bread,Bakery,36.14,5.39,9.26,5.32,Very_Low,13,26.0,58.24,Ambient,Normal,LDPE_Bag,54,Medium,Medium,No,36.14,False,
F04399,Carrot,Fresh Produce,91.42,0.0,0.1,6.19,High,33,5.3,79.15,Chilled,Refrigerated,Micro_Perforated_PE,35,High,High,Yes,91.42,False,
F04400,Apple,Fresh Produce,89.41,0.0,0.4,3.46,High,69,3.9,90.86,Chilled,Refrigerated,Micro_Perforated_PE,33,High,High,Yes,89.41,False,
F04401,Fresh Chicken,Meat,71.44,9.5,23.1,5.69,Very_Low,8,4.3,82.83,Chilled,Normal,PA_PE_Vacuum,85,Low,Very_Low,Yes,71.44,True,Proximate sum > 100%; 
F04402,Wheat Flour,Grain,13.66,0.0,13.1,6.36,Very_Low,187,25.1,63.53,Ambient,Normal,HDPE,81,Low,Low,No,13.66,False,
F04403,Yogurt,Dairy,89.36,2.66,3.57,4.37,Very_Low,32,4.6,84.1,Chilled,Long_Distance,PP_Cup_Foil_Lid,45,Medium,Low,Yes,89.36,False,
F04404,Yogurt,Dairy,89.22,3.37,3.89,4.54,Very_Low,21,3.7,80.24,Chilled,Long_Distance,PP_Cup_Foil_Lid,47,Medium,Low,Yes,89.22,False,
F04405,Peanuts,Nuts,5.64,46.01,24.7,6.42,Very_Low,183,24.2,58.78,Ambient,Long_Distance,Metallized_PET_PE,82,Very_Low,Very_Low,No,5.64,False,
F04406,Fresh Chicken,Meat,68.48,7.51,22.62,5.84,Very_Low,14,3.9,85.62,Chilled,Refrigerated,PA_PE_Vacuum,78,Low,Very_Low,Yes,68.48,False,
F04407,Onion,Vegetable,86.85,1.48,0.54,5.38,Low,120,21.0,53.51,Ambient,Long_Distance,Breathable_PP,49,High,Medium,Yes,86.85,False,
F04408,Biscuits,Bakery,4.52,18.17,8.14,7.04,Very_Low,170,24.4,48.65,Ambient,Normal,BOPP_PE,55,Low,Low,No,4.52,False,
F04409,Potato Chips,Snacks,0.0,30.87,5.17,6.19,Very_Low,189,23.8,62.47,Ambient,Long_Distance,Metallized_PET_PE,78,Low,Very_Low,Yes,0.0,False,
F04410,Yogurt,Dairy,92.15,3.24,3.39,4.42,Very_Low,33,5.2,92.23,Chilled,Long_Distance,PP_Cup_Foil_Lid,54,Medium,Low,Yes,92.15,False,
F04411,Coffee Powder,Beverage,4.0,16.32,13.88,4.77,Very_Low,366,25.0,62.93,Ambient,Long_Distance,Metallized_PET_PE,79,Very_Low,Very_Low,No,4.0,False,
F04412,Fresh Chicken,Meat,69.72,8.6,23.42,5.57,Very_Low,5,3.1,77.41,Chilled,Normal,PA_PE_Vacuum,90,Low,Very_Low,Yes,69.72,True,Proximate sum > 100%; 
F04413,Milk Powder,Dairy,5.05,26.21,26.23,6.46,Very_Low,371,24.7,71.16,Ambient,Normal,Aluminum_Laminate,105,Very_Low,Very_Low,No,5.05,False,
F04414,Rice,Grain,14.37,0.65,8.2,6.31,Very_Low,353,24.3,48.1,Ambient,Long_Distance,HDPE,78,Low,Low,No,14.37,False,
F04415,Wheat Flour,Grain,11.13,1.78,13.27,6.13,Very_Low,180,25.0,62.71,Ambient,Normal,HDPE,78,Low,Low,No,11.13,False,
F04416,Fresh Chicken,Meat,71.01,8.97,21.72,5.95,Very_Low,1,3.8,82.79,Chilled,Refrigerated,PA_PE_Vacuum,91,Low,Very_Low,Yes,71.01,True,Proximate sum > 100%; 
F04417,Ground Coffee,Beverage,5.84,16.45,13.32,4.9,Very_Low,342,24.6,63.15,Ambient,Normal,High_Barrier_Laminate,94,Very_Low,Very_Low,No,5.84,False,
F04418,Carrot,Fresh Produce,91.4,0.0,0.99,5.88,High,36,6.8,86.5,Chilled,Long_Distance,Micro_Perforated_PE,38,High,High,Yes,91.4,False,
F04419,Butter,Dairy,15.58,80.47,1.05,5.96,Very_Low,119,4.4,84.44,Chilled,Long_Distance,Aluminum_Foil_Laminate,95,Very_Low,Very_Low,No,15.58,False,
F04420,Fresh Chicken,Meat,72.18,8.51,25.23,5.86,Very_Low,9,3.4,89.73,Chilled,Normal,PA_PE_Vacuum,96,Low,Very_Low,Yes,72.18,True,Proximate sum > 100%; 
F04421,Cheese,Dairy,35.55,33.7,23.85,5.04,Very_Low,48,4.2,80.64,Chilled,Normal,PA_PE_Vacuum,89,Low,Very_Low,Yes,35.55,False,
F04422,Onion,Vegetable,88.66,0.0,0.72,5.52,Low,111,19.2,55.16,Ambient,Long_Distance,Breathable_PP,51,High,Medium,Yes,88.66,False,
F04423,Milk Powder,Dairy,2.35,26.05,25.89,6.41,Very_Low,353,25.1,79.7,Ambient,Normal,Aluminum_Laminate,95,Very_Low,Very_Low,No,2.35,False,
F04424,Tomato,Fresh Produce,100.0,0.57,1.08,4.27,High,14,5.1,85.39,Chilled,Refrigerated,Micro_Perforated_PE,38,High,High,Yes,100.0,True,Proximate sum > 100%; 
F04425,Cheese,Dairy,38.46,32.92,26.19,5.2,Very_Low,78,3.0,82.53,Chilled,Long_Distance,PA_PE_Vacuum,89,Low,Very_Low,Yes,38.46,False,
F04426,Ground Coffee,Beverage,1.11,15.67,13.5,5.26,Very_Low,408,25.3,56.83,Ambient,Long_Distance,High_Barrier_Laminate,89,Very_Low,Very_Low,No,1.11,False,
F04427,Fish,Seafood,82.24,5.43,20.09,5.93,Very_Low,11,3.0,91.56,Chilled,Normal,PA_PE_Vacuum,83,Low,Very_Low,Yes,82.24,True,Proximate sum > 100%; 
F04428,Carrot,Fresh Produce,87.12,2.48,1.12,5.98,High,17,3.4,77.44,Chilled,Normal,Micro_Perforated_PE,34,High,High,Yes,87.12,False,
F04429,Fish,Seafood,76.49,4.98,19.63,6.11,Very_Low,1,2.9,81.24,Chilled,Normal,PA_PE_Vacuum,95,Low,Very_Low,Yes,76.49,True,Proximate sum > 100%; 
F04430,Biscuits,Bakery,5.32,18.54,6.25,6.87,Very_Low,158,25.9,66.69,Ambient,Long_Distance,BOPP_PE,64,Low,Low,No,5.32,False,
F04431,Bread,Bakery,33.06,4.37,9.12,5.7,Very_Low,8,25.7,55.87,Ambient,Normal,LDPE_Bag,40,Medium,Medium,No,33.06,False,
F04432,Carrot,Fresh Produce,87.05,2.27,0.35,6.03,High,37,4.9,85.12,Chilled,Long_Distance,Micro_Perforated_PE,45,High,High,Yes,87.05,False,
F04433,Cheese,Dairy,40.21,32.88,24.9,5.12,Very_Low,61,5.5,91.81,Chilled,Normal,PA_PE_Vacuum,89,Low,Very_Low,Yes,40.21,False,
F04434,Tomato,Fresh Produce,96.33,0.0,0.67,4.11,High,2,5.5,86.19,Chilled,Refrigerated,Micro_Perforated_PE,46,High,High,Yes,96.33,False,
F04435,Mango,Fresh Produce,81.88,0.0,1.01,4.0,High,30,9.8,95.92,Chilled,Refrigerated,Breathable_PE,41,High,High,Yes,81.88,False,
F04436,Fish,Seafood,75.87,5.11,21.05,6.27,Very_Low,14,2.5,87.13,Chilled,Long_Distance,PA_PE_Vacuum,87,Low,Very_Low,Yes,75.87,True,Proximate sum > 100%; 
F04437,Fish,Seafood,72.95,3.83,19.15,6.29,Very_Low,15,1.7,90.56,Chilled,Long_Distance,PA_PE_Vacuum,93,Low,Very_Low,Yes,72.95,False,
F04438,Wheat Flour,Grain,14.58,0.0,12.7,5.84,Very_Low,169,25.3,72.51,Ambient,Normal,HDPE,82,Low,Low,No,14.58,False,
F04439,Onion,Vegetable,91.83,0.0,1.71,5.62,Low,112,19.8,56.78,Ambient,Long_Distance,Breathable_PP,51,High,Medium,Yes,91.83,False,
F04440,Fresh Chicken,Meat,72.81,5.75,25.71,5.78,Very_Low,1,3.3,90.56,Chilled,Normal,PA_PE_Vacuum,98,Low,Very_Low,Yes,72.81,True,Proximate sum > 100%; 
F04441,Ground Coffee,Beverage,3.32,14.78,12.28,5.03,Very_Low,378,23.8,50.34,Ambient,Normal,High_Barrier_Laminate,93,Very_Low,Very_Low,No,3.32,False,
F04442,Tomato,Fresh Produce,98.07,0.0,1.47,4.12,High,18,4.5,93.26,Chilled,Long_Distance,Micro_Perforated_PE,43,High,High,Yes,98.07,False,
F04443,Ground Coffee,Beverage,1.55,13.59,14.31,5.09,Very_Low,326,24.8,57.14,Ambient,Normal,High_Barrier_Laminate,85,Very_Low,Very_Low,No,1.55,False,
F04444,Onion,Vegetable,88.61,0.0,2.1,5.45,Low,117,20.6,73.27,Ambient,Normal,Breathable_PP,39,High,Medium,Yes,88.61,False,
F04445,Tomato,Fresh Produce,95.72,0.0,0.76,4.33,High,8,5.3,86.84,Chilled,Refrigerated,Micro_Perforated_PE,47,High,High,Yes,95.72,False,
F04446,Bread,Bakery,42.88,2.8,9.51,5.35,Very_Low,13,25.3,75.02,Ambient,Long_Distance,LDPE_Bag,58,Medium,Medium,No,42.88,False,
F04447,Cheese,Dairy,35.93,34.84,23.94,5.33,Very_Low,60,3.8,81.12,Chilled,Long_Distance,PA_PE_Vacuum,91,Low,Very_Low,Yes,35.93,False,
F04448,Fresh Chicken,Meat,69.45,9.51,23.78,5.94,Very_Low,4,4.9,95.43,Chilled,Normal,PA_PE_Vacuum,88,Low,Very_Low,Yes,69.45,True,Proximate sum > 100%; 
F04449,Onion,Vegetable,82.97,1.78,2.03,5.26,Low,119,21.7,59.58,Ambient,Long_Distance,Breathable_PP,52,High,Medium,Yes,82.97,False,
F04450,Fish,Seafood,71.12,5.19,20.17,6.19,Very_Low,1,2.1,80.52,Chilled,Normal,PA_PE_Vacuum,97,Low,Very_Low,Yes,71.12,False,
F04451,Tomato,Fresh Produce,95.66,0.51,0.34,4.32,High,22,4.8,82.42,Chilled,Refrigerated,Micro_Perforated_PE,43,High,High,Yes,95.66,False,
F04452,Ground Coffee,Beverage,1.0,14.78,14.54,4.87,Very_Low,360,25.0,47.38,Ambient,Long_Distance,High_Barrier_Laminate,94,Very_Low,Very_Low,No,1.0,False,
F04453,Biscuits,Bakery,5.14,16.29,7.51,6.95,Very_Low,195,24.4,72.64,Ambient,Long_Distance,BOPP_PE,51,Low,Low,No,5.14,False,
F04454,Yogurt,Dairy,86.84,3.0,4.21,4.41,Very_Low,19,5.4,79.9,Chilled,Long_Distance,PP_Cup_Foil_Lid,46,Medium,Low,Yes,86.84,False,
F04455,Biscuits,Bakery,3.79,19.44,7.79,7.12,Very_Low,187,25.8,64.46,Ambient,Long_Distance,BOPP_PE,59,Low,Low,No,3.79,False,
F04456,Coffee Powder,Beverage,6.42,16.28,13.41,5.08,Very_Low,379,23.4,63.51,Ambient,Long_Distance,Metallized_PET_PE,70,Very_Low,Very_Low,No,6.42,False,
F04457,Cheese,Dairy,37.36,32.29,25.51,5.22,Very_Low,59,5.2,73.25,Chilled,Normal,PA_PE_Vacuum,91,Low,Very_Low,Yes,37.36,False,
F04458,Cheese,Dairy,37.23,30.72,25.64,5.23,Very_Low,58,2.7,80.04,Chilled,Long_Distance,PA_PE_Vacuum,102,Low,Very_Low,Yes,37.23,False,
F04459,Fish,Seafood,83.65,5.76,19.23,6.05,Very_Low,1,2.4,88.81,Chilled,Normal,PA_PE_Vacuum,84,Low,Very_Low,Yes,83.65,True,Proximate sum > 100%; 
F04460,Biscuits,Bakery,6.08,16.0,6.68,7.07,Very_Low,184,25.3,70.4,Ambient,Normal,BOPP_PE,64,Low,Low,No,6.08,False,
F04461,Milk Powder,Dairy,4.98,25.89,27.75,6.53,Very_Low,392,23.3,69.96,Ambient,Normal,Aluminum_Laminate,98,Very_Low,Very_Low,No,4.98,False,
F04462,Coffee Powder,Beverage,2.86,14.58,14.59,5.18,Very_Low,379,25.4,61.96,Ambient,Normal,Metallized_PET_PE,78,Very_Low,Very_Low,No,2.86,False,
F04463,Butter,Dairy,15.31,79.82,0.59,6.24,Very_Low,124,4.8,73.21,Chilled,Normal,Aluminum_Foil_Laminate,84,Very_Low,Very_Low,No,15.31,False,
F04464,Rice,Grain,11.77,0.0,7.11,6.31,Very_Low,385,24.9,75.09,Ambient,Long_Distance,HDPE,90,Low,Low,No,11.77,False,
F04465,Carrot,Fresh Produce,93.22,0.0,1.37,5.8,High,34,5.8,85.75,Chilled,Refrigerated,Micro_Perforated_PE,39,High,High,Yes,93.22,False,
F04466,Tomato,Fresh Produce,92.37,1.82,1.23,4.12,High,4,3.2,77.13,Chilled,Long_Distance,Micro_Perforated_PE,31,High,High,Yes,92.37,False,
F04467,Carrot,Fresh Produce,88.68,0.68,1.34,6.15,High,34,4.3,86.63,Chilled,Refrigerated,Micro_Perforated_PE,46,High,High,Yes,88.68,False,
F04468,Frozen Peas,Frozen Vegetable,76.36,1.6,5.3,6.13,Low,349,-18.8,80.79,Frozen,Long_Distance,PE_Film,76,Medium,Low,Yes,76.36,False,
F04469,Onion,Vegetable,91.21,0.0,1.27,5.69,Low,122,19.0,55.09,Ambient,Long_Distance,Breathable_PP,50,High,Medium,Yes,91.21,False,
F04470,Carrot,Fresh Produce,84.46,0.43,0.23,5.96,High,26,4.7,95.67,Chilled,Refrigerated,Micro_Perforated_PE,37,High,High,Yes,84.46,False,
F04471,Fresh Chicken,Meat,70.75,7.93,23.91,5.68,Very_Low,1,3.4,96.09,Chilled,Normal,PA_PE_Vacuum,89,Low,Very_Low,Yes,70.75,True,Proximate sum > 100%; 
F04472,Coffee Powder,Beverage,3.97,14.93,14.6,4.97,Very_Low,341,25.0,57.76,Ambient,Normal,Metallized_PET_PE,85,Very_Low,Very_Low,No,3.97,False,
F04473,Ground Coffee,Beverage,4.34,14.83,13.05,5.2,Very_Low,347,24.9,49.01,Ambient,Long_Distance,High_Barrier_Laminate,87,Very_Low,Very_Low,No,4.34,False,
F04474,Potato Chips,Snacks,0.0,29.44,6.54,6.33,Very_Low,168,24.8,58.91,Ambient,Normal,Metallized_PET_PE,82,Low,Very_Low,Yes,0.0,False,
F04475,Onion,Vegetable,85.04,0.0,1.34,5.4,Low,111,18.5,65.52,Ambient,Long_Distance,Breathable_PP,50,High,Medium,Yes,85.04,False,
F04476,Fish,Seafood,71.72,5.68,19.28,6.07,Very_Low,1,1.0,93.62,Chilled,Normal,PA_PE_Vacuum,93,Low,Very_Low,Yes,71.72,False,
F04477,Bread,Bakery,44.3,5.08,9.49,5.6,Very_Low,1,23.5,63.91,Ambient,Normal,LDPE_Bag,49,Medium,Medium,No,44.3,False,
F04478,Cheese,Dairy,37.06,34.23,24.54,5.25,Very_Low,55,5.0,83.87,Chilled,Long_Distance,PA_PE_Vacuum,86,Low,Very_Low,Yes,37.06,False,
F04479,Mango,Fresh Produce,80.0,1.75,0.28,4.01,High,28,10.2,74.86,Chilled,Normal,Breathable_PE,42,High,High,Yes,80.0,False,
F04480,Milk Powder,Dairy,10.07,24.89,26.02,6.57,Very_Low,377,25.1,60.79,Ambient,Normal,Aluminum_Laminate,106,Very_Low,Very_Low,No,10.07,False,
F04481,Wheat Flour,Grain,10.96,0.27,12.15,6.35,Very_Low,183,26.7,50.46,Ambient,Long_Distance,HDPE,82,Low,Low,No,10.96,False,
F04482,Apple,Fresh Produce,87.58,0.0,0.27,3.4,High,71,4.8,95.25,Chilled,Refrigerated,Micro_Perforated_PE,40,High,High,Yes,87.58,False,
F04483,Cheese,Dairy,36.46,32.44,25.68,5.39,Very_Low,74,3.9,86.12,Chilled,Long_Distance,PA_PE_Vacuum,93,Low,Very_Low,Yes,36.46,False,
F04484,Carrot,Fresh Produce,82.37,1.1,1.34,5.97,High,29,5.4,81.39,Chilled,Normal,Micro_Perforated_PE,39,High,High,Yes,82.37,False,
F04485,Yogurt,Dairy,85.21,3.88,2.83,4.48,Very_Low,27,4.7,87.09,Chilled,Refrigerated,PP_Cup_Foil_Lid,53,Medium,Low,Yes,85.21,False,
F04486,Peanuts,Nuts,1.71,51.46,24.27,6.24,Very_Low,164,24.6,54.81,Ambient,Normal,Metallized_PET_PE,72,Very_Low,Very_Low,No,1.71,False,
F04487,Peanuts,Nuts,7.93,50.01,25.47,6.59,Very_Low,201,26.3,57.77,Ambient,Normal,Metallized_PET_PE,84,Very_Low,Very_Low,No,7.93,False,
F04488,Ground Coffee,Beverage,1.23,16.94,13.88,4.99,Very_Low,370,25.3,69.05,Ambient,Long_Distance,High_Barrier_Laminate,94,Very_Low,Very_Low,No,1.23,False,
F04489,Cheese,Dairy,37.89,34.16,25.23,5.12,Very_Low,50,2.9,85.67,Chilled,Refrigerated,PA_PE_Vacuum,92,Low,Very_Low,Yes,37.89,False,
F04490,Fish,Seafood,76.46,5.05,20.59,6.26,Very_Low,5,2.4,89.68,Chilled,Long_Distance,PA_PE_Vacuum,84,Low,Very_Low,Yes,76.46,True,Proximate sum > 100%; 
F04491,Frozen Peas,Frozen Vegetable,81.16,0.0,5.51,6.17,Low,349,-18.1,83.16,Frozen,Long_Distance,PE_Film,72,Medium,Low,Yes,81.16,False,
F04492,Fresh Chicken,Meat,68.07,6.29,23.35,5.85,Very_Low,7,3.9,89.34,Chilled,Long_Distance,PA_PE_Vacuum,99,Low,Very_Low,Yes,68.07,False,
F04493,Peanuts,Nuts,3.73,45.65,23.59,6.7,Very_Low,180,25.1,56.65,Ambient,Normal,Metallized_PET_PE,89,Very_Low,Very_Low,No,3.73,False,
F04494,Potato Chips,Snacks,5.65,29.03,6.17,6.23,Very_Low,171,24.7,62.08,Ambient,Normal,Metallized_PET_PE,79,Low,Very_Low,Yes,5.65,False,
F04495,Biscuits,Bakery,4.9,18.28,7.26,7.03,Very_Low,189,26.5,64.13,Ambient,Normal,BOPP_PE,62,Low,Low,No,4.9,False,
F04496,Frozen Peas,Frozen Vegetable,76.18,0.33,5.24,6.28,Low,336,-18.7,90.41,Frozen,Long_Distance,PE_Film,79,Medium,Low,Yes,76.18,False,
F04497,Fish,Seafood,74.98,4.57,18.53,6.3,Very_Low,20,1.8,86.05,Chilled,Refrigerated,PA_PE_Vacuum,90,Low,Very_Low,Yes,74.98,False,
F04498,Apple,Fresh Produce,77.56,1.16,0.03,3.45,High,69,3.9,94.46,Chilled,Normal,Micro_Perforated_PE,49,High,High,Yes,77.56,False,
F04499,Peanuts,Nuts,9.61,50.93,25.32,6.47,Very_Low,167,25.8,51.6,Ambient,Normal,Metallized_PET_PE,81,Very_Low,Very_Low,No,9.61,False,
F04500,Butter,Dairy,16.6,84.08,1.39,6.12,Very_Low,129,4.5,79.73,Chilled,Normal,Aluminum_Foil_Laminate,91,Very_Low,Very_Low,No,16.6,True,Proximate sum > 100%; 
F04501,Potato Chips,Snacks,0.05,29.36,6.11,5.94,Very_Low,209,25.1,60.06,Ambient,Normal,Metallized_PET_PE,76,Low,Very_Low,Yes,0.05,False,
F04502,Onion,Vegetable,89.83,0.0,0.94,5.35,Low,121,20.3,73.44,Ambient,Normal,Breathable_PP,38,High,Medium,Yes,89.83,False,
F04503,Biscuits,Bakery,2.95,18.13,6.23,7.05,Very_Low,185,25.8,45.76,Ambient,Long_Distance,BOPP_PE,54,Low,Low,No,2.95,False,
F04504,Wheat Flour,Grain,9.42,1.47,13.06,6.1,Very_Low,174,24.9,77.62,Ambient,Long_Distance,HDPE,79,Low,Low,No,9.42,False,
F04505,Potato Chips,Snacks,3.08,31.38,5.67,6.27,Very_Low,158,26.4,68.54,Ambient,Long_Distance,Metallized_PET_PE,87,Low,Very_Low,Yes,3.08,False,
F04506,Carrot,Fresh Produce,83.15,0.14,1.06,6.0,High,38,5.2,82.63,Chilled,Refrigerated,Micro_Perforated_PE,34,High,High,Yes,83.15,False,
F04507,Rice,Grain,14.47,0.0,7.28,6.51,Very_Low,349,23.5,72.26,Ambient,Long_Distance,HDPE,74,Low,Low,No,14.47,False,
F04508,Fresh Chicken,Meat,72.73,8.29,23.04,5.77,Very_Low,1,3.6,90.97,Chilled,Normal,PA_PE_Vacuum,86,Low,Very_Low,Yes,72.73,True,Proximate sum > 100%; 
F04509,Apple,Fresh Produce,86.64,0.84,0.78,3.35,High,57,5.0,94.12,Chilled,Refrigerated,Micro_Perforated_PE,36,High,High,Yes,86.64,False,
F04510,Potato Chips,Snacks,2.07,28.25,6.43,6.35,Very_Low,183,24.6,55.92,Ambient,Long_Distance,Metallized_PET_PE,87,Low,Very_Low,Yes,2.07,False,
F04511,Onion,Vegetable,92.72,1.18,1.75,5.67,Low,115,19.9,61.16,Ambient,Long_Distance,Breathable_PP,55,High,Medium,Yes,92.72,False,
F04512,Milk Powder,Dairy,3.36,27.3,25.66,6.75,Very_Low,360,24.7,63.1,Ambient,Long_Distance,Aluminum_Laminate,102,Very_Low,Very_Low,No,3.36,False,
F04513,Onion,Vegetable,85.78,0.71,0.23,5.3,Low,109,21.9,58.5,Ambient,Long_Distance,Breathable_PP,55,High,Medium,Yes,85.78,False,
F04514,Rice,Grain,12.98,0.0,6.47,6.61,Very_Low,364,25.1,56.48,Ambient,Long_Distance,HDPE,84,Low,Low,No,12.98,False,
F04515,Biscuits,Bakery,5.18,17.36,7.72,6.86,Very_Low,172,25.8,61.84,Ambient,Long_Distance,BOPP_PE,64,Low,Low,No,5.18,False,
F04516,Biscuits,Bakery,3.37,19.77,7.1,7.16,Very_Low,176,26.0,62.93,Ambient,Long_Distance,BOPP_PE,64,Low,Low,No,3.37,False,
F04517,Onion,Vegetable,89.73,0.0,2.16,5.51,Low,116,20.6,57.99,Ambient,Long_Distance,Breathable_PP,47,High,Medium,Yes,89.73,False,
F04518,Wheat Flour,Grain,11.69,2.25,12.33,5.99,Very_Low,163,24.7,69.5,Ambient,Long_Distance,HDPE,77,Low,Low,No,11.69,False,
F04519,Carrot,Fresh Produce,90.86,0.13,1.92,6.25,High,34,4.2,70.53,Chilled,Refrigerated,Micro_Perforated_PE,35,High,High,Yes,90.86,False,
F04520,Peanuts,Nuts,5.43,49.36,24.11,6.43,Very_Low,180,25.7,59.07,Ambient,Long_Distance,Metallized_PET_PE,75,Very_Low,Very_Low,No,5.43,False,
F04521,Bread,Bakery,37.78,3.24,8.75,5.51,Very_Low,16,25.3,61.44,Ambient,Normal,LDPE_Bag,57,Medium,Medium,No,37.78,False,
F04522,Apple,Fresh Produce,86.22,0.5,0.0,3.52,High,69,7.1,82.83,Chilled,Refrigerated,Micro_Perforated_PE,42,High,High,Yes,86.22,False,
F04523,Frozen Peas,Frozen Vegetable,80.57,0.8,5.67,6.42,Low,382,-18.7,89.82,Frozen,Long_Distance,PE_Film,71,Medium,Low,Yes,80.57,False,
F04524,Potato Chips,Snacks,1.97,28.38,5.42,6.15,Very_Low,196,25.2,64.2,Ambient,Normal,Metallized_PET_PE,88,Low,Very_Low,Yes,1.97,False,
